,Incident number,Date and time,Location,Duration,Attending Stations/Brigades,Result,Day
78,F3900085,22/01/2024 16:58:21,ALFRISTON AUCKLAND,00:00:00,Manurewa,7100: FALSE ALARM (VEG),Monday
79,F3900089,22/01/2024 17:08:02,THAMES THAMES-COROMANDEL DISTRICT,00:11:17,Thames,7100: FALSE ALARM (STRU),Monday
80,F3900090,22/01/2024 17:12:49,RUAWAI KAIPARA DISTRICT,00:00:00,Ruawai,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MIN)",Monday
81,F3900110,22/01/2024 17:34:42,AWAKERI WHAKATANE DISTRICT,00:00:00,Edgecumbe,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MVC)",Monday
82,F3900118,22/01/2024 18:06:52,MOUNT MAUNGANUI TAURANGA CITY,00:00:00,"Mount Maunganui, Tauranga","1400: CHEMICAL, FLAMMABLE LIQUID, GAS FIRE (HAZGAS)",Monday
83,F3900123,22/01/2024 18:15:08,AWANUI FAR NORTH DISTRICT,00:00:00,Kaitaia,1300: VEGETATION FIRE (VEG),Monday
84,F3900125,22/01/2024 18:18:09,MOUNT ALBERT AUCKLAND,00:10:50,"Balmoral, Grey Lynn",7100: FALSE ALARM (SPRNKLR),Monday
85,F3900127,22/01/2024 18:22:14,WATTLE DOWNS AUCKLAND,00:22:26,Manurewa,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)",Monday
86,F3900129,22/01/2024 18:22:23,GRAFTON AUCKLAND,00:16:34,"Parnell, Auckland City",7100: FALSE ALARM (STRU),Monday
87,F3900139,22/01/2024 18:36:41,NGARUAWAHIA WAIKATO DISTRICT,00:00:00,Ngaruawahia,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)",Monday
88,F3900142,22/01/2024 18:39:49,MURIWAI AUCKLAND,00:20:30,"Muriwai, Kumeu",1300: VEGETATION FIRE (MIN),Monday
89,F3900145,22/01/2024 18:51:32,GLEN INNES AUCKLAND,00:11:04,"Saint Heliers, Remuera",7100: FALSE ALARM (STRU),Monday
90,F3900152,22/01/2024 18:56:21,OTARA AUCKLAND,00:18:41,Papatoetoe,9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN),Monday
91,F3900165,22/01/2024 19:03:32,HILLCREST HAMILTON CITY,00:16:39,"Hamilton, Chartwell",7100: FALSE ALARM (STRU),Monday
92,F3900168,22/01/2024 19:05:29,MANGERE AUCKLAND,00:00:00,Mangere,9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN),Monday
93,F3900171,22/01/2024 19:10:15,MIDDLEMORE HOSPITAL AUCKLAND,00:19:23,"Papatoetoe, Mount Roskill, Onehunga",7100: FALSE ALARM (SPRNKLR),Monday
94,F3900174,22/01/2024 19:18:31,MOUNT EDEN AUCKLAND,00:20:10,Auckland City,7100: FALSE ALARM (SPRNKLR),Monday
95,F3900180,22/01/2024 19:38:39,HIGHLAND PARK AUCKLAND,00:00:00,Howick,1500: MISCELLANEOUS FIRE (MIN),Monday
96,F3900182,22/01/2024 19:44:06,AUCKLAND CENTRAL AUCKLAND,00:18:05,"Auckland City, Parnell",7100: FALSE ALARM (SPRNKLR),Monday
97,F3900200,22/01/2024 20:47:17,STANMORE BAY AUCKLAND,00:00:00,Silverdale,1500: MISCELLANEOUS FIRE (STRU),Monday
98,F3900201,22/01/2024 20:53:21,PAPAMOA BEACH TAURANGA CITY,00:15:39,Papamoa,7100: FALSE ALARM (MIN),Monday
99,F3900203,22/01/2024 20:59:39,MOUNT MAUNGANUI TAURANGA CITY,00:11:15,"Mount Maunganui, Tauranga",7100: FALSE ALARM (STRU),Monday
100,F3900204,22/01/2024 20:59:29,PATAUA SOUTH WHANGAREI DISTRICT,00:00:00,"Whangarei Heads, Onerahi",1300: VEGETATION FIRE (VEG),Monday
101,F3900206,22/01/2024 21:03:15,OMOKOROA WESTERN BAY OF PLENTY DISTRICT,00:00:00,Omokoroa,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)",Monday
102,F3900207,22/01/2024 21:03:03,POMARE ROTORUA DISTRICT,00:13:55,Rotorua,7100: FALSE ALARM (STRU),Monday
103,F3900208,22/01/2024 21:04:02,KOMATA HAURAKI DISTRICT,00:00:00,Paeroa,1300: VEGETATION FIRE (VEG),Monday
104,F3900213,22/01/2024 21:14:07,TURANGI TAUPO DISTRICT,00:00:00,Turangi,1500: MISCELLANEOUS FIRE (MIN),Monday
105,F3900215,22/01/2024 21:22:07,DINSDALE HAMILTON CITY,00:00:00,Hamilton,1500: MISCELLANEOUS FIRE (MIN),Monday
106,F3900218,22/01/2024 21:32:03,CORNWALLIS AUCKLAND,00:00:00,Huia,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)",Monday
107,F3900223,22/01/2024 21:35:42,SHELLY BEACH AUCKLAND,00:00:00,Shelly Beach,9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN),Monday
108,F3900226,22/01/2024 21:37:05,OTUMOETAI TAURANGA CITY,00:21:11,"Tauranga, Mount Maunganui",7100: FALSE ALARM (STRU),Monday
109,F3900233,22/01/2024 21:44:12,PORT WHANGAREI WHANGAREI DISTRICT,00:25:36,Whangarei,7100: FALSE ALARM (STRU),Monday
110,F3900234,22/01/2024 21:46:08,KARAKA AUCKLAND,00:00:00,"Papakura, Manurewa",1100: STRUCTURE FIRE (STRU),Monday
111,F3900237,22/01/2024 21:55:37,MOUNT MAUNGANUI TAURANGA CITY,00:00:00,Mount Maunganui,1500: MISCELLANEOUS FIRE (MIN),Monday
112,F3900238,22/01/2024 22:01:52,NEW WINDSOR AUCKLAND,01:15:13,"Avondale, Mount Roskill",9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MVCRESC),Monday
113,F3900242,22/01/2024 22:09:13,WIRI AUCKLAND,00:00:00,Papatoetoe,9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN),Monday
114,F3900246,22/01/2024 22:43:55,BADER HAMILTON CITY,00:00:00,Hamilton,1500: MISCELLANEOUS FIRE (MIN),Monday
115,F3900248,22/01/2024 22:48:34,GREY LYNN AUCKLAND,00:23:34,"Grey Lynn, Auckland City",7100: FALSE ALARM (STRU),Monday
116,F3900257,22/01/2024 22:56:50,WIRI AUCKLAND,00:00:00,Manurewa,1500: MISCELLANEOUS FIRE (MIN),Monday
117,F3900258,22/01/2024 22:59:21,NAWTON HAMILTON CITY,00:00:00,Te Rapa,9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN),Monday
118,F3900259,22/01/2024 23:09:39,PAKURANGA AUCKLAND,00:00:00,"Howick, Mount Wellington","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)",Monday
119,F3900264,22/01/2024 23:20:31,EPSOM AUCKLAND,00:22:49,"Ellerslie, Balmoral, Remuera",7100: FALSE ALARM (STRU),Monday
120,F3900265,22/01/2024 23:25:57,WIRI AUCKLAND,00:25:40,"Papatoetoe, Mangere",7100: FALSE ALARM (STRU),Monday
121,F3900267,22/01/2024 23:28:44,SAINT ANDREWS HAMILTON CITY,00:00:00,Te Rapa,7100: FALSE ALARM (STRU),Monday
122,F3900270,22/01/2024 23:36:31,TITIRANGI AUCKLAND,00:00:00,Titirangi,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)",Monday
123,F3900271,22/01/2024 23:37:05,WAITOA MATAMATA-PIAKO DISTRICT,01:16:53,Te Aroha,7100: FALSE ALARM (SPRNKLR),Monday
0,F3899134,21/01/2024 00:00:39,OREWA AUCKLAND,00:00:00,Silverdale,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)",Sunday
1,F3899137,21/01/2024 00:11:18,OWHATA ROTORUA DISTRICT,00:00:00,Rotorua,1500: MISCELLANEOUS FIRE (MIN),Sunday
2,F3899139,21/01/2024 00:20:24,HOBSONVILLE AUCKLAND,00:00:00,West Harbour,1100: STRUCTURE FIRE (STRU),Sunday
3,F3899141,21/01/2024 00:33:02,MANUREWA AUCKLAND,00:00:00,"Manurewa, Papakura, Papatoetoe",1100: STRUCTURE FIRE (STRU),Sunday
4,F3899142,21/01/2024 00:38:15,PYES PA WESTERN BAY OF PLENTY DISTRICT,00:00:00,Greerton,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)",Sunday
5,F3899143,21/01/2024 00:39:14,TITIRANGI AUCKLAND,00:00:00,Titirangi,1500: MISCELLANEOUS FIRE (MIN),Sunday
6,F3899147,21/01/2024 00:48:40,DARGAVILLE KAIPARA DISTRICT,00:43:09,Dargaville,7100: FALSE ALARM (MIN),Sunday
7,F3899148,21/01/2024 00:48:36,MOUNT ALBERT AUCKLAND,00:16:20,"Avondale, Mount Roskill",7100: FALSE ALARM (STRU),Sunday
8,F3899150,21/01/2024 00:51:50,ONERAHI WHANGAREI DISTRICT,00:00:00,"Onerahi, Whangarei",1100: STRUCTURE FIRE (STRU),Sunday
9,F3899155,21/01/2024 01:09:22,HAMILTON CENTRAL HAMILTON CITY,00:14:50,"Hamilton, Chartwell",7100: FALSE ALARM (STRU),Sunday
10,F3899159,21/01/2024 01:22:47,STANMORE BAY AUCKLAND,00:00:00,Silverdale,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)",Sunday
11,F3899160,21/01/2024 01:26:11,PAPAKURA AUCKLAND,00:11:07,"Papakura, Manurewa",7100: FALSE ALARM (STRU),Sunday
12,F3899179,21/01/2024 03:06:12,EPSOM AUCKLAND,00:00:00,Remuera,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)",Sunday
13,F3899188,21/01/2024 03:27:31,SAINT JOHNS AUCKLAND,00:21:17,"Mount Wellington, Saint Heliers",7100: FALSE ALARM (SPRNKLR),Sunday
14,F3899190,21/01/2024 03:32:01,TAUPO TAUPO DISTRICT,00:19:00,Taupo,7100: FALSE ALARM (STRU),Sunday
15,F3899194,21/01/2024 04:02:13,WHITFORD AUCKLAND,00:00:00,"Howick, Papatoetoe","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)",Sunday
16,F3899196,21/01/2024 04:10:03,MOUNT WELLINGTON AUCKLAND,00:28:43,"Otahuhu, Mount Wellington",7100: FALSE ALARM (SPRNKLR),Sunday
17,F3899199,21/01/2024 04:29:36,ROTOTUNA NORTH HAMILTON CITY,00:00:00,Chartwell,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MVC)",Sunday
18,F3899204,21/01/2024 04:44:14,TAUPO TAUPO DISTRICT,00:15:18,Taupo,7100: FALSE ALARM (MIN),Sunday
19,F3899205,21/01/2024 04:54:10,KARIKARI PENINSULA FAR NORTH DISTRICT,00:00:00,Karikari,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MIN)",Sunday
20,F3899208,21/01/2024 05:03:43,WESTMERE AUCKLAND,00:00:00,"Grey Lynn, Auckland City",7100: FALSE ALARM (HAZGAS),Sunday
21,F3899212,21/01/2024 05:59:24,MOUNT ALBERT AUCKLAND,00:00:00,Balmoral,1200: MOBILE PROPERTY FIRE (MIN),Sunday
22,F3899213,21/01/2024 06:04:17,EAST TAMAKI AUCKLAND,00:19:33,"Otara, Otahuhu",7100: FALSE ALARM (SPRNKLR),Sunday
23,F3899215,21/01/2024 06:08:01,NGAHINAPOURI WAIPA DISTRICT,00:00:00,"Pirongia, Hamilton",1500: MISCELLANEOUS FIRE (MVC),Sunday
24,F3899220,21/01/2024 06:23:57,WAITAHANUI TAUPO DISTRICT,00:00:00,"Taupo, Lake Taupo",1300: VEGETATION FIRE (VEG),Sunday
25,F3899222,21/01/2024 06:33:48,CAMBRIDGE WAIPA DISTRICT,00:18:30,Cambridge,7100: FALSE ALARM (STRU),Sunday
26,F3899234,21/01/2024 07:03:04,MATAURI BAY FAR NORTH DISTRICT,00:00:00,"Cavalli, Kaeo",1200: MOBILE PROPERTY FIRE (STRU),Sunday
27,F3899236,21/01/2024 07:06:54,OPOTIKI OPOTIKI DISTRICT,00:25:29,Opotiki,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)",Sunday
28,F3899240,21/01/2024 07:23:52,WAITOA MATAMATA-PIAKO DISTRICT,00:50:53,Te Aroha,7100: FALSE ALARM (SPRNKLR),Sunday
29,F3899242,21/01/2024 07:36:19,TAKAPUNA AUCKLAND,00:14:28,"Devonport, Takapuna",7100: FALSE ALARM (STRU),Sunday
30,F3899270,21/01/2024 09:03:34,MANGERE EAST AUCKLAND,00:10:35,Mangere,1500: MISCELLANEOUS FIRE (MIN),Sunday
31,F3899273,21/01/2024 09:10:48,WIRI AUCKLAND,00:00:00,Papatoetoe,7100: FALSE ALARM (MIN),Sunday
32,F3899280,21/01/2024 09:30:34,CHARTWELL HAMILTON CITY,00:11:26,Chartwell,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MVC)",Sunday
33,F3899289,21/01/2024 09:46:11,TINOPAI KAIPARA DISTRICT,00:00:00,Tinopai,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)",Sunday
34,F3899290,21/01/2024 09:46:14,PARNELL AUCKLAND,00:09:29,"Parnell, Avondale, Grey Lynn, Remuera",7100: FALSE ALARM (STRU),Sunday
35,F3899307,21/01/2024 10:17:34,MOUNT WELLINGTON AUCKLAND,00:00:00,Mount Wellington,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)",Sunday
36,F3899311,21/01/2024 10:26:07,BOMBAY AUCKLAND,00:00:00,Papakura,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MVC)",Sunday
37,F3899320,21/01/2024 10:52:34,PAPAKURA AUCKLAND,00:20:20,Papakura,1500: MISCELLANEOUS FIRE (MIN),Sunday
38,F3899330,21/01/2024 11:16:13,POKENO WAIKATO DISTRICT,00:00:00,Pokeno,1500: MISCELLANEOUS FIRE (MIN),Sunday
39,F3899338,21/01/2024 11:23:58,AUCKLAND AIRPORT AUCKLAND,00:18:41,"Mangere, Papatoetoe",7100: FALSE ALARM (STRU),Sunday
40,F3899343,21/01/2024 11:34:02,OTAHUHU AUCKLAND,00:00:00,Otahuhu,9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN),Sunday
41,F3899344,21/01/2024 11:38:03,OTOROHANGA OTOROHANGA DISTRICT,00:29:57,Otorohanga,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MIN)",Sunday
42,F3899347,21/01/2024 11:45:07,MOUNT ROSKILL AUCKLAND,00:11:46,"Mount Roskill, Balmoral",7100: FALSE ALARM (STRU),Sunday
43,F3899353,21/01/2024 11:50:04,WHANGAREI HEADS WHANGAREI DISTRICT,00:00:00,Whangarei Heads,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)",Sunday
44,F3899355,21/01/2024 11:52:27,WHANANAKI WHANGAREI DISTRICT,00:00:00,Whananaki,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)",Sunday
45,F3899362,21/01/2024 12:09:37,OTAHUHU AUCKLAND,00:00:00,Otahuhu,"3100: RESCUE,EMERGENCY,MEDICAL CALL (RESC)",Sunday
46,F3899366,21/01/2024 12:13:17,KUMEU AUCKLAND,00:24:42,Kumeu,9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN),Sunday
47,F3899383,21/01/2024 12:54:46,WEYMOUTH AUCKLAND,00:00:00,Manurewa,1500: MISCELLANEOUS FIRE (MIN),Sunday
48,F3899391,21/01/2024 13:07:22,MOUNT MAUNGANUI TAURANGA CITY,00:00:00,"Tauranga, Mount Maunganui, Greerton",7100: FALSE ALARM (STRU),Sunday
49,F3899400,21/01/2024 13:28:41,POINT ENGLAND AUCKLAND,00:00:00,Saint Heliers,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)",Sunday
50,F3899401,21/01/2024 13:29:56,HENDERSON AUCKLAND,00:22:15,"Henderson, Te Atatu, Auckland City",7100: FALSE ALARM (STRU),Sunday
51,F3899403,21/01/2024 13:32:26,OMOKOROA WESTERN BAY OF PLENTY DISTRICT,00:00:00,Omokoroa,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)",Sunday
52,F3899411,21/01/2024 14:05:58,WEYMOUTH AUCKLAND,00:20:58,"Manurewa, Papatoetoe","3100: RESCUE,EMERGENCY,MEDICAL CALL (STRU)",Sunday
53,F3899412,21/01/2024 14:08:23,GOLFLANDS AUCKLAND,00:16:29,"Otara, Papatoetoe, Howick",7100: FALSE ALARM (STRU),Sunday
54,F3899414,21/01/2024 14:11:54,TE ATATU PENINSULA AUCKLAND,00:23:32,"Te Atatu, West Harbour",1100: STRUCTURE FIRE (STRU),Sunday
55,F3899419,21/01/2024 14:27:45,FLAT BUSH AUCKLAND,00:00:00,Otara,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)",Sunday
56,F3899422,21/01/2024 14:30:40,WIRI AUCKLAND,00:15:04,"Papatoetoe, Manurewa",7100: FALSE ALARM (STRU),Sunday
57,F3899424,21/01/2024 14:36:38,LEIGH AUCKLAND,01:06:49,Leigh,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)",Sunday
58,F3899425,21/01/2024 14:38:33,MURIWAI AUCKLAND,00:00:00,"Muriwai, Shelly Beach, RNZAF Base Auckland F5204, Helensville","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVC)",Sunday
59,F3899427,21/01/2024 14:40:53,PAPATOETOE AUCKLAND,00:42:08,"Manurewa, Papatoetoe",7100: FALSE ALARM (STRU),Sunday
60,F3899428,21/01/2024 14:38:31,WELCOME BAY WESTERN BAY OF PLENTY DISTRICT,00:00:00,Greerton,7100: FALSE ALARM (MIN),Sunday
61,F3899429,21/01/2024 14:40:42,MORNINGSIDE AUCKLAND,00:00:00,Grey Lynn,1200: MOBILE PROPERTY FIRE (MIN),Sunday
62,F3899431,21/01/2024 14:42:06,KINGSEAT AUCKLAND,00:28:46,"Patumahoe, Waiau Pa, Papakura",7100: FALSE ALARM (STRU),Sunday
63,F3899440,21/01/2024 14:56:25,NEWMARKET AUCKLAND,00:19:51,"Remuera, Auckland City, Parnell",7100: FALSE ALARM (STRU),Sunday
64,F3899441,21/01/2024 14:57:37,HILLCREST HAMILTON CITY,00:22:35,"Hamilton, Chartwell",7100: FALSE ALARM (STRU),Sunday
65,F3899442,21/01/2024 15:00:07,AWANUI FAR NORTH DISTRICT,00:00:00,"Kaitaia, Ahipara, Karikari",1300: VEGETATION FIRE (VEG),Sunday
66,F3899445,21/01/2024 15:06:09,MANGATARATA HAURAKI DISTRICT,01:05:04,"Ngatea, Thames","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)",Sunday
67,F3899446,21/01/2024 15:08:10,KAINGAROA FAR NORTH DISTRICT,00:00:00,Kaitaia,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)",Sunday
68,F3899450,21/01/2024 15:13:04,HUNTLY WAIKATO DISTRICT,00:38:04,Huntly,1100: STRUCTURE FIRE (STRU),Sunday
69,F3899451,21/01/2024 15:12:28,TAURANGA TAURANGA CITY,00:00:00,Tauranga,7100: FALSE ALARM (STRU),Sunday
70,F3899453,21/01/2024 15:19:52,HUIA AUCKLAND,00:00:00,Huia,7100: FALSE ALARM (MIN),Sunday
71,F3899456,21/01/2024 15:30:49,CLOVER PARK AUCKLAND,00:00:00,Papatoetoe,1500: MISCELLANEOUS FIRE (STRU),Sunday
72,F3899459,21/01/2024 15:35:52,PORTLAND WHANGAREI DISTRICT,00:00:00,Portland,7100: FALSE ALARM (STRU),Sunday
73,F3899464,21/01/2024 15:44:45,PINEHILL AUCKLAND,00:00:00,East Coast Bays,9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN),Sunday
74,F3899476,21/01/2024 15:52:21,WAIHI BEACH WESTERN BAY OF PLENTY DISTRICT,00:00:00,"Mayor View, Waihi",7100: FALSE ALARM (STRU),Sunday
75,F3899478,21/01/2024 15:54:04,EAST TAMAKI AUCKLAND,00:00:00,"Otara, Howick",7100: FALSE ALARM (SPRNKLR),Sunday
76,F3899481,21/01/2024 16:04:14,NEWSTEAD WAIKATO DISTRICT,00:00:00,"Hamilton, Cambridge",1500: MISCELLANEOUS FIRE (MIN),Sunday
77,F3899484,21/01/2024 16:12:35,UNSWORTH HEIGHTS AUCKLAND,00:13:03,"Albany, Takapuna",7100: FALSE ALARM (SPRNKLR),Sunday
78,F3899488,21/01/2024 16:23:46,PORT WAIKATO WAIKATO DISTRICT,00:00:00,Port Waikato,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)",Sunday
79,F3899493,21/01/2024 16:35:00,RAGLAN WAIKATO DISTRICT,00:27:53,Raglan,1500: MISCELLANEOUS FIRE (MIN),Sunday
80,F3899508,21/01/2024 17:07:14,MOUNT WELLINGTON AUCKLAND,00:00:00,"Mount Wellington, Ellerslie",7100: FALSE ALARM (STRU),Sunday
81,F3899510,21/01/2024 17:17:41,WESTGATE AUCKLAND,00:28:04,"West Harbour, Te Atatu",7100: FALSE ALARM (SPRNKLR),Sunday
82,F3899511,21/01/2024 17:15:39,PUKEKOHE AUCKLAND,00:00:00,Pukekohe,7100: FALSE ALARM (MIN),Sunday
83,F3899513,21/01/2024 17:16:59,WIRI AUCKLAND,00:31:46,"Papatoetoe, Manurewa",7100: FALSE ALARM (STRU),Sunday
84,F3899514,21/01/2024 17:20:29,HUNTLY WAIKATO DISTRICT,00:14:13,Huntly,1500: MISCELLANEOUS FIRE (MIN),Sunday
85,F3899515,21/01/2024 17:22:59,MURRAYS BAY AUCKLAND,00:18:53,"East Coast Bays, Albany",7100: FALSE ALARM (STRU),Sunday
86,F3899517,21/01/2024 17:26:57,NORTHCOTE AUCKLAND,00:09:56,"Birkenhead, Takapuna",7100: FALSE ALARM (SPRNKLR),Sunday
87,F3899521,21/01/2024 17:36:09,KARAPIRO WAIPA DISTRICT,00:00:00,Cambridge,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)",Sunday
88,F3899523,21/01/2024 17:40:56,VICTORIA ROTORUA DISTRICT,00:19:02,Rotorua,7100: FALSE ALARM (STRU),Sunday
89,F3899528,21/01/2024 18:06:34,STANMORE BAY AUCKLAND,00:33:09,Silverdale,7100: FALSE ALARM (STRU),Sunday
90,F3899535,21/01/2024 18:15:44,SHELLY PARK AUCKLAND,00:12:44,Howick,7100: FALSE ALARM (MIN),Sunday
91,F3899539,21/01/2024 18:18:11,OSTEND AUCKLAND,00:00:00,"Onetangi, Oneroa","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)",Sunday
92,F3899547,21/01/2024 18:34:12,GRAFTON AUCKLAND,00:00:00,"Auckland City, Parnell, Grey Lynn, Balmoral, Remuera, Ellerslie, Mount Roskill",1100: STRUCTURE FIRE (STRU),Sunday
93,F3899549,21/01/2024 18:37:29,MAHUTA KAIPARA DISTRICT,00:00:00,Dargaville,9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN),Sunday
94,F3899552,21/01/2024 18:49:16,KAIKOHE FAR NORTH DISTRICT,00:43:16,Kaikohe,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)",Sunday
95,F3899559,21/01/2024 19:36:34,FAIRVIEW DOWNS HAMILTON CITY,00:00:00,Chartwell,9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN),Sunday
96,F3899577,21/01/2024 20:10:12,GREENLANE AUCKLAND,00:00:00,Ellerslie,9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN),Sunday
97,F3899580,21/01/2024 20:18:23,AUCKLAND CENTRAL AUCKLAND,00:13:16,"Parnell, Auckland City",7100: FALSE ALARM (SPRNKLR),Sunday
98,F3899584,21/01/2024 20:26:56,PUKEKOHE AUCKLAND,00:00:00,Pukekohe,1500: MISCELLANEOUS FIRE (STRU),Sunday
99,F3899587,21/01/2024 20:37:50,ELLERSLIE AUCKLAND,00:24:56,"Ellerslie, Onehunga",7100: FALSE ALARM (STRU),Sunday
100,F3899588,21/01/2024 20:45:15,MOUNT WELLINGTON AUCKLAND,00:00:00,"Otahuhu, Mount Wellington, Parnell, Auckland City",1100: STRUCTURE FIRE (STRU),Sunday
101,F3899589,21/01/2024 20:45:08,HALF MOON BAY AUCKLAND,00:11:57,Howick,7100: FALSE ALARM (STRU),Sunday
102,F3899592,21/01/2024 20:50:30,MANGERE AUCKLAND,00:00:00,"Papatoetoe, Mangere",9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MVC),Sunday
103,F3899593,21/01/2024 20:50:49,TAPU THAMES-COROMANDEL DISTRICT,00:00:00,Tapu,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)",Sunday
104,F3899596,21/01/2024 21:06:21,GLEN EDEN AUCKLAND,00:00:00,Glen Eden,1500: MISCELLANEOUS FIRE (MIN),Sunday
105,F3899597,21/01/2024 21:09:54,TAKAPUNA AUCKLAND,00:00:00,"Devonport, Parnell",7100: FALSE ALARM (SPRNKLR),Sunday
106,F3899598,21/01/2024 21:10:25,BAYVIEW AUCKLAND,00:00:00,Takapuna,1100: STRUCTURE FIRE (STRU),Sunday
107,F3899599,21/01/2024 21:10:06,MANGERE EAST AUCKLAND,00:15:19,Papatoetoe,1500: MISCELLANEOUS FIRE (MIN),Sunday
108,F3899600,21/01/2024 21:11:16,NORTHCOTE POINT AUCKLAND,00:13:10,Birkenhead,7100: FALSE ALARM (STRU),Sunday
109,F3899603,21/01/2024 21:17:30,ROTORUA ROTORUA DISTRICT,00:11:49,Rotorua,7100: FALSE ALARM (STRU),Sunday
110,F3899604,21/01/2024 21:20:36,PAPATOETOE AUCKLAND,00:23:42,Papatoetoe,7100: FALSE ALARM (MIN),Sunday
111,F3899605,21/01/2024 21:21:26,PUKEHINA WESTERN BAY OF PLENTY DISTRICT,00:00:00,Pukehina,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)",Sunday
112,F3899609,21/01/2024 21:29:15,OTARA AUCKLAND,00:16:22,Otahuhu,7100: FALSE ALARM (MIN),Sunday
113,F3899615,21/01/2024 21:40:47,PAPAMOA BEACH TAURANGA CITY,00:32:56,"Papamoa, Mount Maunganui",7100: FALSE ALARM (STRU),Sunday
114,F3899617,21/01/2024 21:41:35,TURANGI TAUPO DISTRICT,00:22:05,Turangi,1300: VEGETATION FIRE (VEG),Sunday
115,F3899620,21/01/2024 21:57:19,MINDEN WESTERN BAY OF PLENTY DISTRICT,00:00:00,Tauranga,9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN),Sunday
116,F3899622,21/01/2024 22:02:51,TAIRUA THAMES-COROMANDEL DISTRICT,00:17:11,Tairua,9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN),Sunday
117,F3899624,21/01/2024 22:05:41,HENDERSON AUCKLAND,00:00:00,Henderson,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)",Sunday
118,F3899634,21/01/2024 22:57:15,CAMBRIDGE WAIPA DISTRICT,00:00:00,Cambridge,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)",Sunday
119,F3899638,21/01/2024 23:26:11,AUCKLAND CENTRAL AUCKLAND,00:00:00,Auckland City,"3100: RESCUE,EMERGENCY,MEDICAL CALL (RESC)",Sunday
120,F3899642,21/01/2024 23:44:47,AUCKLAND CENTRAL AUCKLAND,00:52:06,Auckland City,1500: MISCELLANEOUS FIRE (MIN),Sunday
0,F3898615,20/01/2024 00:02:09,RANUI AUCKLAND,00:00:00,"Henderson, Te Atatu",1500: MISCELLANEOUS FIRE (STRU),Saturday
