,Incident number,Date and time,Location,Duration,Attending Stations/Brigades,Result,Day
53,F3898984,20/01/2024 16:20:01,PIGEON VALLEY TASMAN DISTRICT,00:25:16,Wakefield,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MVC)",Saturday
54,F3898988,20/01/2024 16:27:07,MONCKS BAY CHRISTCHURCH CITY,00:26:29,Sumner,7100: FALSE ALARM (MIN),Saturday
55,F3898990,20/01/2024 16:26:25,ATHOL SOUTHLAND DISTRICT,00:00:00,Athol,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)",Saturday
56,F3899018,20/01/2024 17:54:20,HALSWELL CHRISTCHURCH CITY,00:00:00,Wigram,1300: VEGETATION FIRE (VEG),Saturday
57,F3899021,20/01/2024 18:04:26,LUGGATE QUEENSTOWN-LAKES DISTRICT,00:00:00,"Luggate, Wanaka",1100: STRUCTURE FIRE (STRU),Saturday
58,F3899025,20/01/2024 18:07:06,LYTTELTON CHRISTCHURCH CITY,00:56:27,Lyttelton,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)",Saturday
59,F3899031,20/01/2024 18:21:20,HORNBY CHRISTCHURCH CITY,00:00:00,Wigram,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MIN)",Saturday
60,F3899042,20/01/2024 18:50:33,WOODBOURNE MARLBOROUGH DISTRICT,00:50:14,RNZAF Base Woodbourne,7100: FALSE ALARM (SPRNKLR),Saturday
61,F3899052,20/01/2024 19:16:40,POPLARS RANGE HURUNUI DISTRICT,00:00:00,Hanmer Springs,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCHEVY)",Saturday
62,F3899058,20/01/2024 19:43:56,METHVEN ASHBURTON DISTRICT,02:26:34,"Methven, Alford Forest","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVC)",Saturday
63,F3899068,20/01/2024 20:02:32,TEMUKA TIMARU DISTRICT,00:16:27,Temuka,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)",Saturday
64,F3899087,20/01/2024 21:12:08,FENDALTON CHRISTCHURCH CITY,00:00:00,Ilam,7100: FALSE ALARM (STRU),Saturday
65,F3899088,20/01/2024 21:13:39,MATAURA GORE DISTRICT,00:00:00,Mataura,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)",Saturday
66,F3899091,20/01/2024 21:19:39,WOOLSTON CHRISTCHURCH CITY,00:00:00,Woolston,1500: MISCELLANEOUS FIRE (MIN),Saturday
67,F3899095,20/01/2024 21:33:21,WOOLSTON CHRISTCHURCH CITY,00:14:17,Woolston,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MIN)",Saturday
68,F3899096,20/01/2024 21:34:02,WOOLSTON CHRISTCHURCH CITY,00:17:56,Anzac,1500: MISCELLANEOUS FIRE (MIN),Saturday
69,F3899097,20/01/2024 21:36:40,NORTH DUNEDIN DUNEDIN CITY,00:00:00,Willowbank,7100: FALSE ALARM (MIN),Saturday
70,F3899105,20/01/2024 22:17:01,HALSWELL CHRISTCHURCH CITY,00:00:00,Wigram,7100: FALSE ALARM (STRU),Saturday
71,F3899123,20/01/2024 23:03:52,KAIRAKI WAIMAKARIRI DISTRICT,00:19:46,"Kaiapoi, Pines Beach",1500: MISCELLANEOUS FIRE (MIN),Saturday
0,F3897946,19/01/2024 00:16:12,ARROWTOWN QUEENSTOWN-LAKES DISTRICT,00:33:05,Arrowtown,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)",Friday
1,F3897949,19/01/2024 00:34:10,APPLEBY INVERCARGILL CITY,00:11:24,Invercargill,1500: MISCELLANEOUS FIRE (MIN),Friday
2,F3897950,19/01/2024 00:40:55,AWATUNA WESTLAND DISTRICT,01:16:05,Hokitika,"3100: RESCUE,EMERGENCY,MEDICAL CALL (NAT1)",Friday
3,F3897952,19/01/2024 00:49:15,LINWOOD CHRISTCHURCH CITY,00:09:18,Woolston,1500: MISCELLANEOUS FIRE (MIN),Friday
4,F3897973,19/01/2024 02:50:50,CHRISTCHURCH AIRPORT CHRISTCHURCH CITY,00:16:48,"Christchurch Airport, Ilam",7100: FALSE ALARM (MIN),Friday
5,F3897986,19/01/2024 06:13:36,SAWYERS BAY DUNEDIN CITY,00:26:00,Port Chalmers,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)",Friday
6,F3897990,19/01/2024 06:39:53,CASHMERE CHRISTCHURCH CITY,00:00:00,Spreydon,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)",Friday
7,F3897994,19/01/2024 07:06:59,BRIGHTWATER TASMAN DISTRICT,00:34:33,"Brightwater, Wakefield, Nelson",7100: FALSE ALARM (STRU),Friday
8,F3897996,19/01/2024 07:11:35,HOON HAY CHRISTCHURCH CITY,00:00:00,"Spreydon, Wigram",1100: STRUCTURE FIRE (STRU),Friday
9,F3898013,19/01/2024 07:57:02,APPLEBY TASMAN DISTRICT,00:48:02,"Richmond, Appleby","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)",Friday
10,F3898016,19/01/2024 08:00:32,SWANNANOA WAIMAKARIRI DISTRICT,00:00:00,"Swannanoa, Kaiapoi, Pines Beach",1300: VEGETATION FIRE (VEG),Friday
11,F3898017,19/01/2024 08:02:45,ALEXANDRA CENTRAL OTAGO DISTRICT,00:17:57,Alexandra,9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN),Friday
12,F3898023,19/01/2024 08:15:01,KAIKORAI DUNEDIN CITY,00:00:00,"Roslyn, Dunedin",1100: STRUCTURE FIRE (STRU),Friday
13,F3898027,19/01/2024 08:21:03,MIHIWAKA DUNEDIN CITY,01:37:58,"Port Chalmers, Willowbank","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVC)",Friday
14,F3898081,19/01/2024 09:23:02,BURNSIDE CHRISTCHURCH CITY,00:18:39,"Redwood, Ilam",7100: FALSE ALARM (STRU),Friday
15,F3898100,19/01/2024 09:47:47,WAIHOLA CLUTHA DISTRICT,00:00:00,Waihola,1500: MISCELLANEOUS FIRE (MIN),Friday
16,F3898142,19/01/2024 10:19:56,WINTON SOUTHLAND DISTRICT,00:30:46,Winton,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MVC)",Friday
17,F3898143,19/01/2024 10:23:01,WESTPORT BULLER DISTRICT,00:15:33,Westport,1500: MISCELLANEOUS FIRE (STRU),Friday
18,F3898166,19/01/2024 10:54:21,MOSGIEL DUNEDIN CITY,00:00:00,Mosgiel,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)",Friday
19,F3898172,19/01/2024 11:07:59,SYDENHAM CHRISTCHURCH CITY,00:09:13,Christchurch City,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)",Friday
20,F3898185,19/01/2024 11:28:35,COUTTS ISLAND CHRISTCHURCH CITY,00:28:34,"Spencerville, Redwood",1300: VEGETATION FIRE (VEG),Friday
21,F3898236,19/01/2024 12:36:57,ILAM CHRISTCHURCH CITY,00:08:17,Ilam,7100: FALSE ALARM (STRU),Friday
22,F3898240,19/01/2024 12:47:38,TIMARU TIMARU DISTRICT,00:32:58,"Timaru, Washdyke",7100: FALSE ALARM (STRU),Friday
23,F3898265,19/01/2024 13:16:48,OKIWI BAY MARLBOROUGH DISTRICT,00:00:00,Okiwi Bay,9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN),Friday
24,F3898266,19/01/2024 13:17:04,PORTOBELLO DUNEDIN CITY,00:52:30,"Portobello, St Kilda",9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN),Friday
25,F3898270,19/01/2024 13:19:36,AMBERLEY HURUNUI DISTRICT,00:00:00,"Amberley, Woodend, Rangiora, Waipara, Waikari, Hurunui, Sefton, Wigram, Waikuku Beach, Scargill, Pines Beach, Canterbury High Country, Waiau, Darfield, Darfield South, Cust",,Friday
26,F3898276,19/01/2024 13:32:12,ARANUI CHRISTCHURCH CITY,01:31:21,"Anzac, Woolston",1100: STRUCTURE FIRE (STRU),Friday
27,F3898278,19/01/2024 13:36:55,DIAMOND HARBOUR CHRISTCHURCH CITY,00:00:00,Diamond Harbour,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)",Friday
28,F3898286,19/01/2024 13:42:00,BELFAST CHRISTCHURCH CITY,00:00:00,Redwood,9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MVCRESC),Friday
29,F3898289,19/01/2024 13:44:11,WAIPARA HURUNUI DISTRICT,00:00:00,Waipara,1500: MISCELLANEOUS FIRE (VEG),Friday
30,F3898307,19/01/2024 14:09:36,DIAMOND HARBOUR CHRISTCHURCH CITY,01:28:36,Diamond Harbour,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MIN)",Friday
31,F3898317,19/01/2024 14:27:06,CHRISTCHURCH CENTRAL CHRISTCHURCH CITY,00:29:15,Christchurch City,7100: FALSE ALARM (SPRNKLR),Friday
32,F3898328,19/01/2024 14:35:11,LOBURN WAIMAKARIRI DISTRICT,00:00:00,"Rangiora, Waikuku Beach, Kaiapoi, Sefton, Cust, Woodend, Redwood, Oxford, Spencerville, Swannanoa, Christchurch City, Governors Bay, Pines Beach, Anzac, Scargill, Canterbury High Country",1300: VEGETATION FIRE (STRU),Friday
33,F3898332,19/01/2024 14:40:20,NEWFIELD INVERCARGILL CITY,00:00:00,Invercargill,7100: FALSE ALARM (MIN),Friday
34,F3898361,19/01/2024 14:58:33,KIRWEE SELWYN DISTRICT,00:37:46,"Kirwee, Darfield South",1300: VEGETATION FIRE (VEG),Friday
35,F3898370,19/01/2024 15:13:37,HORNBY SOUTH CHRISTCHURCH CITY,00:18:50,"Wigram, Spreydon",7100: FALSE ALARM (STRU),Friday
36,F3898379,19/01/2024 15:25:19,WAITATI DUNEDIN CITY,00:00:00,"Waitati, Willowbank",1300: VEGETATION FIRE (VEG),Friday
37,F3898384,19/01/2024 15:32:31,NORTHCOTE CHRISTCHURCH CITY,00:22:32,Ilam,7100: FALSE ALARM (MIN),Friday
38,F3898388,19/01/2024 15:36:36,BROOKLYN TASMAN DISTRICT,00:45:06,Tasman,1200: MOBILE PROPERTY FIRE (VEG),Friday
39,F3898392,19/01/2024 15:41:08,RAKAIA ASHBURTON DISTRICT,00:00:00,Rakaia,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)",Friday
40,F3898399,19/01/2024 15:49:05,SOCKBURN CHRISTCHURCH CITY,00:18:54,"Wigram, Spreydon",7100: FALSE ALARM (STRU),Friday
41,F3898405,19/01/2024 15:54:09,TEMUKA TIMARU DISTRICT,00:19:41,Temuka,1300: VEGETATION FIRE (VEG),Friday
42,F3898411,19/01/2024 16:02:16,GREYMOUTH GREY DISTRICT,00:19:14,Greymouth,7100: FALSE ALARM (STRU),Friday
43,F3898416,19/01/2024 16:06:50,SPREYDON CHRISTCHURCH CITY,00:00:00,Spreydon,7100: FALSE ALARM (MIN),Friday
44,F3898417,19/01/2024 16:07:36,HOON HAY CHRISTCHURCH CITY,00:00:00,Wigram,1100: STRUCTURE FIRE (MIN),Friday
45,F3898423,19/01/2024 16:20:19,ASHBURTON ASHBURTON DISTRICT,00:10:48,Ashburton,7100: FALSE ALARM (STRU),Friday
46,F3898435,19/01/2024 16:37:10,AMBERLEY HURUNUI DISTRICT,00:32:27,"Amberley, Woodend",1200: MOBILE PROPERTY FIRE (MIN),Friday
47,F3898452,19/01/2024 16:57:50,OTIRA WESTLAND DISTRICT,00:00:00,"Arthur's Pass, Kumara","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)",Friday
48,F3898453,19/01/2024 16:58:50,BRIDGE HILL CENTRAL OTAGO DISTRICT,00:38:48,Alexandra,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MIN)",Friday
49,F3898457,19/01/2024 17:07:55,MAORI HILL TIMARU DISTRICT,00:18:57,Timaru,7100: FALSE ALARM (MIN),Friday
50,F3898466,19/01/2024 17:19:48,PAROA GREY DISTRICT,00:21:46,Greymouth,9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (NAT1),Friday
51,F3898474,19/01/2024 17:28:16,ADDINGTON CHRISTCHURCH CITY,00:11:55,Christchurch City,1300: VEGETATION FIRE (VEG),Friday
52,F3898489,19/01/2024 17:44:06,BRUCE BAY WESTLAND DISTRICT,00:00:00,Fox Glacier,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MVC)",Friday
53,F3898494,19/01/2024 18:00:34,HOKITIKA WESTLAND DISTRICT,00:21:07,Hokitika,7100: FALSE ALARM (SPRNKLR),Friday
54,F3898503,19/01/2024 18:19:35,MATAURA GORE DISTRICT,00:30:01,Mataura,7100: FALSE ALARM (STRU),Friday
55,F3898519,19/01/2024 18:49:04,CHARTERIS BAY CHRISTCHURCH CITY,00:49:33,Diamond Harbour,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)",Friday
56,F3898522,19/01/2024 18:52:35,TINWALD ASHBURTON DISTRICT,00:13:01,Ashburton,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MVC)",Friday
57,F3898535,19/01/2024 19:40:21,TOI TOI NELSON CITY,02:23:09,Nelson,1100: STRUCTURE FIRE (STRU),Friday
58,F3898539,19/01/2024 19:47:19,PAREORA WEST TIMARU DISTRICT,00:00:00,Timaru,1500: MISCELLANEOUS FIRE (MIN),Friday
59,F3898540,19/01/2024 19:55:58,WIGRAM CHRISTCHURCH CITY,00:00:00,"Wigram, Spreydon",1100: STRUCTURE FIRE (STRU),Friday
60,F3898545,19/01/2024 20:08:34,WAITATI DUNEDIN CITY,00:00:00,Waitati,1300: VEGETATION FIRE (VEG),Friday
61,F3898554,19/01/2024 20:23:29,DIAMOND HARBOUR CHRISTCHURCH CITY,00:00:00,Diamond Harbour,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)",Friday
62,F3898555,19/01/2024 20:30:45,PARKLANDS CHRISTCHURCH CITY,00:17:45,"Anzac, Christchurch City",7100: FALSE ALARM (STRU),Friday
63,F3898575,19/01/2024 21:10:43,APPLEBY INVERCARGILL CITY,00:00:00,Invercargill,1500: MISCELLANEOUS FIRE (MIN),Friday
64,F3898576,19/01/2024 21:10:53,TEMUKA TIMARU DISTRICT,00:26:13,Temuka,1300: VEGETATION FIRE (MIN),Friday
65,F3898586,19/01/2024 21:56:57,SOCKBURN CHRISTCHURCH CITY,00:49:59,"Ilam, Wigram","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)",Friday
66,F3898589,19/01/2024 22:02:30,WAIMATE WAIMATE DISTRICT,00:19:07,Waimate,7100: FALSE ALARM (STRU),Friday
67,F3898591,19/01/2024 22:06:08,TEKAPO MACKENZIE DISTRICT,00:49:24,Lake Tekapo,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MIN)",Friday
68,F3898603,19/01/2024 22:45:05,HOPE TASMAN DISTRICT,00:00:00,Richmond,1500: MISCELLANEOUS FIRE (MIN),Friday
69,F3898605,19/01/2024 22:49:33,ROLLESTON SELWYN DISTRICT,00:25:54,"Rolleston, Wigram, Lincoln",7100: FALSE ALARM (SPRNKLR),Friday
70,F3898608,19/01/2024 23:14:23,TAYLORS MISTAKE CHRISTCHURCH CITY,00:34:31,Sumner,1300: VEGETATION FIRE (MIN),Friday
71,F3898610,19/01/2024 23:21:35,OAMARU WAITAKI DISTRICT,00:00:00,Oamaru,1100: STRUCTURE FIRE (STRU),Friday
0,F3897328,18/01/2024 00:08:19,OAMARU NORTH WAITAKI DISTRICT,00:52:25,Weston,7100: FALSE ALARM (STRU),Thursday
1,F3897336,18/01/2024 01:10:24,WAIKIWI INVERCARGILL CITY,00:30:28,Invercargill,1300: VEGETATION FIRE (VEG),Thursday
2,F3897356,18/01/2024 04:49:23,WYNDHAM SOUTHLAND DISTRICT,00:00:00,Wyndham,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MIN)",Thursday
3,F3897364,18/01/2024 05:39:33,MUSSELBURGH DUNEDIN CITY,00:00:00,St Kilda,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)",Thursday
4,F3897381,18/01/2024 07:09:34,BLENHEIM MARLBOROUGH DISTRICT,00:15:53,Blenheim,7100: FALSE ALARM (STRU),Thursday
5,F3897420,18/01/2024 08:34:06,ROSENEATH DUNEDIN CITY,00:31:00,Port Chalmers,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)",Thursday
6,F3897432,18/01/2024 08:48:17,ORTON TIMARU DISTRICT,00:25:54,Temuka,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)",Thursday
7,F3897444,18/01/2024 09:01:48,OAMARU NORTH WAITAKI DISTRICT,00:19:56,Oamaru,7100: FALSE ALARM (STRU),Thursday
8,F3897492,18/01/2024 09:59:18,OURUHIA CHRISTCHURCH CITY,00:31:38,"Spencerville, Redwood",7100: FALSE ALARM (STRU),Thursday
9,F3897503,18/01/2024 10:17:10,OTATARA INVERCARGILL CITY,01:06:39,Invercargill,1500: MISCELLANEOUS FIRE (VEG),Thursday
10,F3897507,18/01/2024 10:21:46,LAKE HAYES QUEENSTOWN-LAKES DISTRICT,00:18:48,Arrowtown,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)",Thursday
11,F3897512,18/01/2024 10:23:08,CHRISTCHURCH CENTRAL CHRISTCHURCH CITY,00:13:27,Christchurch City,7100: FALSE ALARM (STRU),Thursday
12,F3897537,18/01/2024 11:01:45,MAORI HILL TIMARU DISTRICT,00:14:47,Washdyke,7100: FALSE ALARM (STRU),Thursday
13,F3897563,18/01/2024 11:24:41,WAIMATE WAIMATE DISTRICT,00:12:36,Waimate,7100: FALSE ALARM (STRU),Thursday
14,F3897564,18/01/2024 11:25:32,SPRINGLANDS MARLBOROUGH DISTRICT,00:00:00,Blenheim,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)",Thursday
15,F3897567,18/01/2024 11:28:25,ROLLESTON SELWYN DISTRICT,00:00:00,Rolleston,9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN),Thursday
16,F3897581,18/01/2024 11:40:59,OAMARU NORTH WAITAKI DISTRICT,00:00:00,Oamaru,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)",Thursday
17,F3897583,18/01/2024 11:41:19,STEWART ISLAND / RAKIURA SOUTHLAND DISTRICT,00:00:00,Oban,1500: MISCELLANEOUS FIRE (VEG),Thursday
18,F3897591,18/01/2024 11:54:46,MAIREHAU CHRISTCHURCH CITY,00:08:24,Redwood,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)",Thursday
19,F3897647,18/01/2024 13:15:21,ARROWTOWN QUEENSTOWN-LAKES DISTRICT,00:44:32,Arrowtown,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)",Thursday
20,F3897648,18/01/2024 13:14:49,UPPER MOUTERE TASMAN DISTRICT,00:00:00,Upper Moutere,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MVC)",Thursday
21,F3897664,18/01/2024 13:38:07,CLYDE HILL DUNEDIN CITY,00:00:00,Lookout Point,7100: FALSE ALARM (MIN),Thursday
22,F3897683,18/01/2024 14:06:30,NEW BRIGHTON CHRISTCHURCH CITY,00:20:53,Anzac,7100: FALSE ALARM (MIN),Thursday
23,F3897693,18/01/2024 14:18:43,WAKEFIELD TASMAN DISTRICT,00:22:07,Wakefield,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)",Thursday
24,F3897697,18/01/2024 14:24:09,INVERCARGILL INVERCARGILL CITY,00:21:38,"Invercargill, Kingswell",7100: FALSE ALARM (STRU),Thursday
25,F3897720,18/01/2024 14:50:50,SAINT CLAIR DUNEDIN CITY,00:16:44,"St Kilda, Dunedin",7100: FALSE ALARM (SPRNKLR),Thursday
26,F3897747,18/01/2024 15:28:10,GLENITI TIMARU DISTRICT,00:19:04,Washdyke,1500: MISCELLANEOUS FIRE (MIN),Thursday
27,F3897752,18/01/2024 15:34:08,CUST WAIMAKARIRI DISTRICT,00:00:00,Cust,1300: VEGETATION FIRE (VEG),Thursday
28,F3897798,18/01/2024 16:54:09,KAIAPOI WAIMAKARIRI DISTRICT,00:17:02,Kaiapoi,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)",Thursday
29,F3897799,18/01/2024 16:54:46,UPPER RICCARTON CHRISTCHURCH CITY,00:11:44,Ilam,1500: MISCELLANEOUS FIRE (STRU),Thursday
30,F3897802,18/01/2024 16:57:46,KUMARA JUNCTION WESTLAND DISTRICT,00:00:00,"Kumara, Greymouth","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)",Thursday
31,F3897829,18/01/2024 18:01:49,NELSON AIRPORT NELSON CITY,00:29:31,"Stoke, Nelson",7100: FALSE ALARM (STRU),Thursday
32,F3897830,18/01/2024 18:02:54,OMAKAU CENTRAL OTAGO DISTRICT,00:00:00,Omakau,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MIN)",Thursday
33,F3897839,18/01/2024 18:40:11,MAKIKIHI WAIMATE DISTRICT,00:44:24,Waimate,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)",Thursday
34,F3897840,18/01/2024 18:44:48,INVERCARGILL INVERCARGILL CITY,00:28:07,"Invercargill, Kingswell",7100: FALSE ALARM (STRU),Thursday
35,F3897850,18/01/2024 18:56:19,ST ALBANS CHRISTCHURCH CITY,00:11:32,Christchurch City,7100: FALSE ALARM (STRU),Thursday
36,F3897863,18/01/2024 19:20:11,ST ALBANS CHRISTCHURCH CITY,00:00:00,Christchurch City,7100: FALSE ALARM (MIN),Thursday
37,F3897864,18/01/2024 19:21:56,SEAWARD DOWNS SOUTHLAND DISTRICT,00:30:02,Edendale,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)",Thursday
38,F3897894,18/01/2024 20:27:50,SHIRLEY CHRISTCHURCH CITY,00:14:36,"Christchurch City, Redwood","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)",Thursday
39,F3897895,18/01/2024 20:39:35,GLENLEITH DUNEDIN CITY,00:00:00,Willowbank,1500: MISCELLANEOUS FIRE (MIN),Thursday
40,F3897896,18/01/2024 20:41:01,MAYFIELD MARLBOROUGH DISTRICT,00:00:00,Blenheim,1500: MISCELLANEOUS FIRE (MIN),Thursday
41,F3897898,18/01/2024 20:43:04,WINTON SOUTHLAND DISTRICT,00:17:42,Winton,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)",Thursday
42,F3897911,18/01/2024 21:32:43,GEORGETOWN INVERCARGILL CITY,00:27:08,"Invercargill, Kingswell",7100: FALSE ALARM (SPRNKLR),Thursday
43,F3897930,18/01/2024 23:12:26,MAORI HILL DUNEDIN CITY,01:36:04,"Roslyn, Dunedin","3100: RESCUE,EMERGENCY,MEDICAL CALL (MIN)",Thursday
44,F3897935,18/01/2024 23:18:19,APPLEBY INVERCARGILL CITY,00:18:32,Invercargill,1500: MISCELLANEOUS FIRE (MIN),Thursday
45,F3897937,18/01/2024 23:22:22,SWANNANOA WAIMAKARIRI DISTRICT,01:13:44,"Swannanoa, Kaiapoi, Pines Beach",1300: VEGETATION FIRE (VEG),Thursday
46,F3897938,18/01/2024 23:36:20,RICCARTON CHRISTCHURCH CITY,00:00:00,"Spreydon, Christchurch City","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVC)",Thursday
47,F3897941,18/01/2024 23:48:55,STOKE NELSON CITY,00:24:27,Stoke,7100: FALSE ALARM (MIN),Thursday
